,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
201401,3.4279,-2.6086,-2.4801,-3.7837,-3.0624,0.1854,-2.1095,-5.2931,-4.0155,-6.4125,-0.4586,-3.2171,-4.5091,-2.8411,-2.0418,-2.6907,-3.0334,-0.9447,-4.9515,-3.1127,-4.052,-2.6454,-3.3094,-4.4952,-4.1111
201402,4.8246,3.5541,3.956,5.7484,4.4846,4.4804,3.4905,6.2147,5.0953,4.1283,6.658,4.8636,3.895,6.5379,4.4641,5.8694,6.0657,4.7835,5.4812,5.2666,5.1299,4.9929,2.9733,4.2343,2.4425
201403,-4.9217,1.4322,0.3984,1.0383,1.193,-4.0229,0.0883,1.6967,1.1366,2.3843,-4.6354,-0.1975,1.0118,1.4133,2.1794,-2.3521,0.1698,0.2148,1.8795,4.9788,-1.4088,0.5089,2.4192,3.8375,3.5991
201404,-8.6741,-6.7678,-5.363,-3.284,-4.3709,-6.7057,-3.1342,-3.042,-2.0462,-1.9955,-5.5803,-1.7509,-1.175,-1.5488,-3.3993,-3.051,-0.898,0.2268,0.2327,-0.8744,1.5618,0.0354,1.5473,1.9387,-2.1329
201405,-2.7332,-1.3894,-0.4635,-0.6751,-0.2129,-0.206,-0.1461,1.4808,-0.5377,0.0652,1.4023,0.4053,2.3138,0.5852,1.2253,2.7552,1.9376,3.0546,1.2004,1.6882,3.1863,1.4442,2.237,1.8051,1.2417
201406,5.5851,10.7339,3.8252,4.1127,3.9877,7.7493,6.4696,5.8045,4.9597,5.8152,5.8124,5.3386,3.8669,4.9295,5.137,4.5274,3.6396,3.8472,3.8926,3.5518,1.123,1.2168,2.613,3.2713,3.4606
201407,-9.1713,-7.7018,-6.3748,-4.5231,-4.9151,-5.4744,-6.3828,-5.5188,-6.3641,-5.8521,-5.7161,-5.6889,-5.9878,-6.4152,-3.7618,-2.1399,-4.3269,-3.4346,-3.4683,-3.8099,-1.6761,-0.8308,-0.3712,-2.6599,-1.3682
201408,2.8793,4.5734,2.9216,4.7464,3.2312,5.7833,5.0596,3.9859,4.7377,5.1573,6.0833,4.0562,4.9605,5.4609,4.1052,6.0446,4.9912,4.9719,4.0191,4.5408,4.9806,4.4227,2.2839,2.3577,5.1399
201409,-6.9933,-4.8718,-6.9987,-5.6235,-5.7443,-4.7204,-4.4154,-5.4073,-5.229,-8.0068,-2.8518,-6.3625,-4.1995,-6.6447,-7.095,-3.0205,-3.6252,-4.4035,-4.201,-4.7991,-0.5603,-0.7708,-1.5842,-4.079,-0.1807
201410,5.7931,7.1817,5.8234,7.1097,4.5506,8.3239,6.6512,6.3439,5.5127,4.2402,6.0431,5.655,4.1191,4.0793,4.0197,3.8305,0.7197,3.2651,3.7186,-0.5112,2.2732,2.6464,2.0334,-0.0484,1.4951
201411,0.1627,0.4191,-1.4261,-1.3627,-2.5691,1.6826,-0.5672,-0.4911,-0.8815,-0.7861,2.6046,2.3227,0.0692,-0.0494,-0.0869,3.654,2.7369,3.1823,1.0171,-1.9606,3.6044,3.5227,3.3951,-0.2974,0.9892
201412,5.9031,7.1516,5.506,4.4013,3.8219,1.2054,3.2691,2.9231,2.7141,2.8038,1.6893,0.8422,0.4851,1.675,0.4623,0.5359,0.3474,0.3975,0.6843,0.7273,-1.21,-1.466,-0.2021,1.0943,2.3966
201501,-3.4901,-6.5358,-4.6873,-4.8701,-5.0051,-1.2456,-4.7094,-4.2867,-4.5932,-6.9099,-0.7431,-1.3614,-3.8964,-4.9853,-5.0369,-1.4234,-1.9828,-1.3122,-1.575,-3.7222,-0.7438,-2.7739,-4.1238,-4.1542,-7.7373
201502,4.0848,7.041,6.2788,5.2021,5.4422,6.9775,9.0961,6.275,5.7243,4.7944,7.7209,8.1624,8.9579,6.3111,5.7602,7.7841,7.0786,7.4269,5.5273,7.6508,6.1802,5.8427,6.6896,3.9308,5.8179
201503,-0.9471,2.8969,2.1517,1.7606,1.0399,2.9309,2.1264,0.7441,2.9512,0.9953,0.7976,0.7989,2.2062,1.0919,0.7024,0.9919,0.8598,0.9305,-1.1645,-0.5256,-1.1515,-2.174,-2.2724,-1.7318,-1.5704
201504,-3.9048,-2.4072,-3.0768,-2.2427,-0.4575,-3.9598,-2.4101,-2.6386,-0.0566,-0.7534,-3.126,-1.1121,-1.4327,-0.839,-0.6923,-1.4833,-0.0246,-0.9844,-1.3386,0.5503,0.0176,1.2386,1.4258,3.0412,1.8797
201505,3.4384,5.2265,0.7627,0.4121,0.0956,2.9527,4.916,2.9929,0.9328,0.1346,4.3859,2.0221,3.879,1.9873,0.7013,1.9464,1.5575,2.2481,1.7427,-0.1522,1.835,0.4892,1.2014,0.5058,1.7018
201506,4.3127,2.0949,2.4907,2.1914,2.0013,0.9421,1.6091,-0.4439,-0.2221,1.1826,1.4193,0.1911,-0.3107,-2.1908,-0.0449,-1.4233,-0.228,-2.49,-2.0424,0.1172,-0.5353,-3.4018,-1.7467,-3.3117,-0.5646
201507,-5.2614,-1.1497,-4.8056,-5.4714,-6.4048,-0.205,-1.2631,-0.9771,-3.7952,-5.2803,2.2981,-0.1195,-3.5097,-3.5048,-6.5659,2.1799,0.2894,-0.4579,0.9711,-1.3435,3.1199,3.3457,0.3336,-0.0104,0.6316
201508,-8.0478,-6.4676,-4.7551,-3.4022,-1.2291,-10.2071,-5.5985,-3.0792,-5.3741,-4.5057,-7.8317,-5.3006,-3.694,-4.4855,-3.0728,-8.2217,-4.8338,-4.7378,-3.5518,-5.7263,-5.8916,-6.6427,-5.5777,-5.2929,-7.6823
201509,-8.2847,-9.2548,-5.8849,-4.0303,-6.1928,-9.5817,-5.0367,-5.1694,-2.7538,-5.672,-5.9981,-4.0698,-5.378,-5.4088,-5.2991,-5.6504,-3.7851,-4.4287,-3.1207,-4.4106,-1.664,-2.9366,-1.5001,-1.8957,-5.6873
201510,6.0459,6.5798,6.2474,5.3056,4.2047,2.8227,7.0469,6.3359,5.4911,5.6095,3.7926,6.5141,7.9041,4.8696,7.1614,6.3991,7.2511,7.2371,2.4243,6.1377,8.4651,8.7076,8.7485,6.1524,7.6441
201511,3.799,4.4241,2.5836,3.3329,2.0781,8.4887,2.8664,3.1965,4.9926,5.2262,2.0333,2.1292,0.714,2.5984,2.4292,1.4025,0.5764,0.7721,1.8608,0.5477,0.0716,0.181,-0.3791,0.1065,3.217
201512,-3.5071,-5.6004,-4.7934,-5.3003,-4.6232,-2.7723,-4.4543,-5.1151,-5.3841,-6.5439,-3.1145,-4.9808,-5.0772,-6.4196,-9.1343,-3.0135,-3.0074,-4.5326,-5.465,-6.2405,-1.3028,-0.9814,-1.4354,-2.2801,-4.1813
201601,-13.405,-15.0139,-9.0231,-6.8817,-7.4022,-17.6289,-6.2776,-8.1698,-7.1248,-8.7786,-12.1055,-6.8057,-7.1299,-6.1574,-7.4284,-10.4581,-6.4694,-6.4342,-6.651,-7.7338,-5.972,-3.4443,-4.1724,-3.5278,-12.1124
201602,-2.5032,0.5772,-0.072,-1.2912,0.3347,-1.6717,0.4895,1.916,1.3396,0.2325,0.0782,1.2995,2.572,1.7746,1.6205,0.7993,2.011,0.0552,0.6628,-2.1281,0.2596,-0.2709,1.2128,0.0612,-6.4853
201603,4.1033,8.4688,6.9972,6.9431,6.4522,9.0478,7.0392,8.5158,7.5013,8.9156,5.703,7.5584,7.927,9.6043,12.0613,8.2348,7.2644,9.7025,8.8113,9.4515,6.5339,6.3318,6.6241,7.4437,7.5673
201604,2.8256,3.0178,2.4449,1.6465,6.0893,4.8708,-0.0556,0.0079,2.6122,3.4422,0.6436,-0.7336,1.8005,3.3246,5.1515,1.7544,0.5844,2.1864,1.4778,4.9421,-0.7531,-1.0551,2.5869,2.6251,7.1821
201605,0.5658,2.5019,1.7167,-0.8287,-1.2337,4.126,2.0732,0.8242,2.0877,0.918,3.1198,1.6267,0.2375,0.4698,1.1062,3.1925,2.0916,4.7269,1.7003,2.2982,1.7556,2.0976,2.1708,-0.5015,1.9077
201606,-3.8812,-1.3224,-1.0096,0.7759,1.0713,-0.1147,1.1604,-0.7517,-1.8382,0.1218,1.0091,-2.3787,-0.1433,-0.1046,-2.0244,-0.8748,-1.0974,-0.8759,-0.9524,-3.9014,0.065,-0.0294,2.4784,1.0951,-6.6798
201607,4.7325,6.1199,6.9501,4.9027,5.676,8.4657,6.8893,5.9238,4.5841,6.7535,6.9573,4.8202,6.5666,4.19,6.3784,5.2515,4.1558,3.1192,2.3792,6.3225,5.1567,3.5206,1.7524,1.0696,4.4146
201608,3.0885,2.5563,4.4196,4.2356,3.2868,0.0948,3.1375,2.2198,3.1922,3.0907,-1.2419,2.4729,3.6476,2.2472,2.0097,1.4377,0.6368,2.0815,-0.8209,5.8535,-0.6865,-0.3697,0.5091,1.3422,4.5893
201609,11.7155,2.7621,4.397,2.9536,1.7413,5.3984,2.1153,0.8236,0.5149,1.0563,-0.4222,0.2356,0.4297,1.3296,1.4092,-0.1104,-0.2979,1.0495,-0.0057,-0.3136,0.4904,0.2915,0.8877,-2.3316,0.2205
201610,-10.6273,-9.3383,-6.9259,-3.4783,-3.1159,-9.3637,-7.1309,-5.8509,-2.6666,-4.8685,-5.4864,-4.444,-2.8206,-2.9761,-3.8847,-3.3329,-1.8162,-0.8787,-2.0092,-0.5642,-2.3573,-1.9817,-1.4125,-0.5249,2.3809
201611,7.4471,9.4706,13.5098,13.6787,12.8457,9.5032,9.8722,13.2282,16.0248,14.3572,5.369,8.8527,9.8759,13.5863,17.488,3.5819,7.1892,7.1116,7.4139,16.6362,1.0441,3.8736,4.4576,6.2847,14.1219
201612,1.3771,3.6839,2.6254,8.0187,4.3972,-2.598,1.4814,2.4479,4.6636,3.8137,0.7378,1.535,1.9545,2.1082,2.1332,-0.3076,0.1692,1.044,1.7163,2.1652,1.3513,1.358,1.5336,4.7192,4.1841
201701,1.8493,-4.2407,-0.1106,-1.8737,0.0306,2.792,2.3604,-0.6741,-1.9935,0.0041,2.3011,1.5595,1.4993,-0.0334,0.6517,3.4261,3.7355,1.5812,1.7065,1.6194,3.4837,2.3721,-0.6227,1.1091,-0.2832
201702,2.7328,1.8064,2.1865,0.6743,-1.4812,5.6479,0.8208,0.7407,1.4865,1.3081,4.4466,1.6128,1.1726,1.0071,0.4265,3.9817,2.5345,3.0935,1.7695,3.1012,4.7861,3.0727,2.6889,3.2963,4.5079
201703,1.9871,3.3688,2.286,0.7614,0.2159,3.7058,0.467,-0.7565,-0.8816,-1.6955,1.0902,-0.3987,1.1755,-0.5419,-2.4554,0.3479,0.0438,0.435,-0.3569,-3.3929,1.5336,0.3302,-0.6032,-1.1598,-3.1086
201704,3.8655,0.4995,0.7212,2.213,0.1925,4.0297,1.0764,1.1734,1.5943,0.5193,1.6224,1.3176,1.3666,-0.2833,-2.4413,1.7488,1.5619,0.306,-0.4079,-0.9159,1.9063,1.9768,0.9001,-0.7651,-0.7595
201705,-1.9672,-3.3027,-2.0058,-2.6054,-3.124,0.1708,-1.1212,-2.2368,-4.1264,-4.3687,1.5418,-0.2403,-2.4952,-2.2044,-4.3123,1.9196,-0.5848,0.1477,-0.255,-3.0409,2.9059,2.179,0.8214,-0.5438,-2.1792
201706,9.2618,8.9429,4.9043,3.8007,4.3546,5.708,3.4184,3.2919,2.8199,3.8588,2.7363,1.8189,2.587,2.248,3.4728,1.6715,1.5256,1.349,2.5262,4.0585,-0.5094,0.2609,-0.3734,1.7524,5.1861
201707,-0.7252,-2.7079,-0.5798,-1.0734,-0.0577,-0.4674,0.9391,0.7797,1.672,1.4054,0.9292,0.7531,1.5928,0.0775,2.4158,1.7238,1.3896,1.1214,2.7187,1.9756,2.6046,2.169,1.775,2.1866,2.2904
201708,-0.2621,-0.6008,-1.5663,-2.1752,-1.4629,-1.0908,-0.7542,-1.7364,-3.0384,-3.9691,0.8776,-2.1067,-1.9764,-0.6912,-3.1501,0.8081,0.0244,-0.0532,-1.8069,-2.4836,2.1358,0.0672,-0.593,-0.0473,-1.678
201709,7.6762,6.1218,9.6857,9.8112,8.8419,5.586,6.6929,8.8994,9.1561,7.1025,2.4332,4.4797,6.9624,6.3298,5.886,2.7333,3.8605,4.2794,3.7372,5.7824,1.0552,1.2723,3.5728,2.9149,5.0854
201710,-3.095,-2.901,3.0439,-0.0344,0.8158,0.3532,1.387,0.3442,-0.0071,0.2904,2.5237,1.9769,1.2712,0.2113,3.8271,2.6657,3.2559,2.1354,-0.6391,2.0044,4.2119,0.996,2.0538,1.1457,4.2421
201711,2.2883,4.4176,2.4517,2.7027,3.5518,2.3218,3.3095,2.954,1.9139,1.5435,3.7622,3.1723,3.6297,3.1788,3.8621,4.6543,4.9565,4.3466,3.0747,4.8328,3.2395,2.5304,4.4515,2.9482,2.4124
201712,1.6106,0.1589,-0.4334,-1.6112,0.1346,0.2813,1.8853,-1.372,-0.1424,0.5723,0.999,-0.2803,0.2251,-1.3335,0.363,0.4587,0.574,0.5367,1.242,3.5367,1.0232,1.171,1.8657,1.2001,1.2058
201801,2.795,3.1339,2.8024,2.7329,0.5842,3.1183,2.4615,2.954,2.0128,2.4313,5.1938,4.0422,3.2241,3.3993,2.5603,5.2822,5.5559,4.6946,3.804,1.678,8.1419,5.0467,5.2058,4.0904,6.0332
201802,-2.3351,-1.5784,-4.1476,-3.3262,-3.7742,-3.9515,-2.1148,-4.1509,-3.6547,-3.6678,-2.9676,-3.7549,-4.9834,-4.202,-4.7302,-3.0305,-4.9068,-3.3069,-4.8954,-4.7146,-1.3489,-4.8824,-5.1074,-5.7148,-1.9831
201803,2.4404,-0.6147,0.5258,2.7716,2.3498,1.7594,0.587,1.0755,1.5469,0.8133,2.147,1.4195,-0.9589,1.5129,0.8278,-0.388,0.2867,-0.0141,0.5254,0.3013,-2.863,-3.8663,-1.5575,-1.503,-4.6412
201804,-0.459,4.4537,0.5457,1.0819,1.2479,0.2086,1.3213,1.2754,0.96,4.5866,0.0256,0.0066,-1.3975,1.5005,0.0741,-0.2502,-0.7621,-0.6029,-0.2069,2.3368,0.2233,0.9769,1.006,0.8703,-0.1006
201805,13.2473,9.1135,7.7953,6.4697,6.4191,8.9701,6.4425,7.5508,7.4985,3.3652,6.3359,5.1971,4.5998,5.1645,5.2678,4.1514,4.4053,2.6068,2.1941,1.4432,4.498,2.2741,0.9644,0.5283,-1.5961
201806,4.0751,2.6249,0.4632,1.1292,1.9777,0.9518,4.4735,0.0129,-0.9735,1.1559,-0.3367,1.0628,0.2125,-0.5178,-0.7387,1.5786,1.586,-0.361,-1.3469,-0.3899,0.9087,1.1261,0.1634,0.394,-2.351
201807,-1.4193,-0.9392,1.1238,-0.4025,0.1748,1.1823,4.2702,3.695,0.8026,2.8095,1.2118,2.7037,1.9478,2.3244,-0.3499,2.3458,3.1764,2.1566,1.3636,2.9138,2.8402,5.2472,3.5501,3.5019,5.6658
201808,4.7228,7.5072,2.8307,1.7128,3.067,7.2318,4.9302,4.0418,2.2191,2.4224,6.6177,5.1396,3.2033,1.8666,4.4083,7.4119,3.118,-0.7589,0.9998,-1.0431,6.1932,1.9476,2.0008,0.593,1.4042
201809,-3.6427,-0.7908,-4.3835,-3.3105,-2.3404,-1.864,-1.3536,-3.4108,-3.2499,-1.5378,-1.9219,-1.058,-2.0301,-3.9772,-2.5134,-0.9272,0.4306,-1.8951,0.2051,-0.0661,1.0471,1.2563,-0.4892,-0.9516,-1.598
201810,-14.0916,-14.2961,-11.0943,-9.5424,-8.1068,-12.9674,-12.078,-12.0883,-11.3083,-8.8007,-13.5358,-10.5856,-9.1163,-7.9992,-8.8723,-9.449,-10.0051,-8.5146,-6.6933,-9.3039,-8.9017,-4.9683,-4.6469,-4.77,-7.5302
201811,-1.1104,-0.1639,-0.5775,0.13,-3.5437,3.6115,1.82,2.8733,1.9757,0.6581,0.2315,2.454,2.7408,1.9954,-0.2527,2.6849,1.9759,3.627,-0.566,5.1919,0.8619,3.1323,1.7859,2.7801,0.6015
201812,-13.8509,-12.9456,-11.3371,-11.5519,-12.5054,-12.6322,-11.4273,-11.9293,-12.7278,-12.1922,-11.0933,-11.0277,-11.9543,-11.7349,-14.3748,-10.0175,-11.4582,-10.5811,-12.3734,-12.9093,-8.2813,-7.1916,-10.2212,-10.4985,-12.7582
201901,11.8704,10.51,9.8683,8.753,10.9966,10.8727,11.5405,9.9388,10.39,10.8316,14.5127,10.1135,11.8148,10.5295,13.8471,11.4896,10.4841,10.379,11.9751,12.1261,8.0631,6.4085,10.2849,6.4262,13.1555
201902,7.5721,5.8105,6.2461,4.9584,4.1432,6.3928,6.6713,5.689,5.2133,1.074,6.9131,5.8979,5.269,3.6288,2.6346,6.951,5.0451,3.1206,2.3237,3.1225,3.8829,2.8836,3.567,1.3741,1.7422
201903,0.8346,-0.3936,-2.7031,-4.8381,-3.4013,-0.3167,-1.5263,-2.6666,-6.0594,-2.8835,-1.4096,-1.8083,-1.0465,-2.0164,-3.9091,1.8346,0.9495,-0.5652,-0.5249,-3.0921,3.3596,1.8289,0.0822,-0.6986,-3.1783
201904,0.6938,1.5167,2.051,3.6939,2.0022,3.0849,2.0437,3.9558,3.8769,2.5621,3.3241,4.5368,6.7207,5.7835,4.1346,2.9584,3.9443,4.4272,5.3486,4.5046,4.4513,3.1162,3.7612,5.2232,8.9563
201905,-5.4392,-5.4225,-7.8562,-8.7737,-7.9394,-8.8711,-7.6617,-7.3961,-10.5775,-11.2211,-5.3539,-8.4213,-7.9223,-8.3798,-9.9151,-5.4178,-7.7417,-7.4932,-8.9742,-7.8602,-7.1022,-5.5767,-5.1003,-8.2118,-8.7528
201906,7.7379,6.1359,4.7447,6.661,4.7866,8.9282,8.9044,8.6862,6.9864,6.5963,9.6549,8.3133,7.5287,6.5386,6.578,7.0492,9.589,9.5511,7.2727,6.8942,7.7914,5.8016,5.9662,6.6614,7.9545
201907,-3.1947,-1.4349,-1.3358,-1.9061,-2.3963,-2.9735,1.0715,0.8045,0.9192,-0.4897,3.245,1.4222,0.6007,-0.0756,1.2056,1.62,0.799,2.0028,0.3167,-0.0634,1.5958,2.0764,1.4822,0.5469,3.2047
201908,-4.8844,-5.7145,-7.355,-6.5048,-8.6312,-0.7923,-6.9123,-4.4859,-6.1095,-10.0129,-5.4353,-3.957,-4.7617,-7.016,-10.494,-2.3589,-4.6505,-5.0424,-5.7218,-8.347,-0.2075,-2.3531,-3.1612,-3.1865,-8.6138
201909,-3.3487,0.0801,3.3281,5.2483,7.3179,-1.5657,2.1358,3.7839,5.6314,3.9819,-3.4299,1.3237,3.3079,6.4236,6.5312,-2.8854,3.2715,5.1706,5.6576,5.0774,0.3965,1.4669,2.9692,4.7706,5.3269
201910,0.7784,0.1012,0.8691,1.0855,-0.6091,3.7415,4.5247,1.5546,2.4929,1.8661,3.7743,2.2969,1.4588,2.7671,0.41,2.8706,1.5935,-0.2281,0.2166,-3.5197,3.008,1.8735,2.7579,1.7105,3.701
201911,7.9902,5.8608,3.0035,3.3355,4.2676,8.5316,3.5012,3.2466,3.5426,2.1397,6.9784,3.2896,1.2443,5.0221,3.8008,7.4136,4.1442,3.1451,3.5867,3.4822,3.8941,4.4556,2.3036,2.8818,4.8816
201912,3.7854,12.623,2.863,5.0558,7.1571,3.86,1.8715,6.3678,2.4778,7.273,0.2357,3.0279,4.0733,2.1012,3.4091,-0.3929,3.0324,3.7636,2.2414,6.0722,3.6915,1.5314,2.243,3.0528,4.0176
202001,-1.278,-3.2523,-4.6506,-5.9571,-9.6184,-2.4581,-2.301,-5.7562,-6.4171,-9.5516,-1.0703,-1.2158,-2.6141,-5.1097,-8.5217,0.7002,-1.8032,-1.6826,-2.3141,-3.5315,2.465,0.428,-0.6158,-5.4939,-4.2395
202002,-6.1292,-4.2356,-4.3921,-8.392,-8.5527,-7.5118,-8.3173,-10.8498,-10.287,-10.5787,-6.84,-5.814,-11.7685,-8.6543,-11.5268,-6.9289,-7.6965,-9.1668,-10.8475,-13.4285,-6.9742,-7.9594,-9.0773,-10.7681,-11.7101
202003,-21.4893,-15.1702,-22.0117,-26.5455,-27.9284,-19.8626,-19.3071,-21.3752,-23.8476,-32.277,-17.8971,-17.4392,-18.0993,-26.833,-31.2502,-12.3141,-19.2922,-20.3364,-31.4269,-32.8024,-7.7416,-11.2001,-15.7814,-20.1142,-28.4009
202004,24.4356,20.9895,15.1668,10.9867,15.8564,19.2871,12.689,12.0894,9.9204,26.2566,17.0302,14.815,10.1701,14.6642,19.3683,16.7869,13.9499,11.9545,16.2333,17.7799,14.0851,13.6411,9.837,10.4612,15.5348
202005,13.6718,6.4903,6.2933,4.4514,4.428,10.137,7.2611,4.0849,1.423,6.5709,12.294,10.4018,4.8279,4.6499,1.7388,10.6546,8.3309,5.9077,3.3347,1.9301,5.6458,5.5374,3.6471,1.1571,3.7987
202006,11.0899,2.3931,6.568,4.5849,6.0551,5.4178,2.8442,3.7469,2.8796,2.9031,4.7746,1.3203,-0.3148,4.3812,0.1048,2.1387,0.6715,-0.7006,2.6486,1.8758,5.1105,-1.0428,-0.5906,-1.8727,2.1123
202007,0.2283,0.0036,3.3701,-0.6381,5.142,0.8439,3.6578,3.3767,1.902,2.9552,1.569,3.5302,2.7007,3.2016,4.3884,5.9631,7.6387,6.4259,2.8544,1.9976,7.7238,5.1651,4.32,1.7426,2.9417
202008,3.577,5.5953,4.0623,5.5102,5.2559,7.6533,7.0296,4.6903,3.219,9.1488,7.62,5.2406,3.2108,5.8236,4.0996,4.377,3.6493,4.64,4.6532,3.6372,10.7904,6.444,2.4304,2.7702,3.4831
202009,-1.2699,-0.3631,-4.5372,-3.6009,-2.9851,0.3682,-4.9898,-5.1021,-6.9521,-5.1615,-3.2829,-1.3979,-4.4291,-3.3158,-5.8876,1.0141,-2.6447,-3.5014,-3.0425,-4.8766,-4.5508,-3.5645,-1.2523,-4.6709,-6.1118
202010,-2.684,-1.2718,-0.1601,3.0812,0.7294,-2.2818,4.0725,2.3729,5.6544,5.9573,2.9478,2.1655,2.8126,5.8353,5.919,1.3698,2.0723,1.8801,1.889,2.0096,-4.5711,0.003,-0.0869,-2.3244,0.9883
202011,25.4603,21.6852,19.8299,20.5356,23.9605,21.3881,19.0704,17.9596,19.0574,19.3157,19.8737,16.9854,15.3246,16.6395,21.5046,13.8204,12.8281,15.9609,15.7106,20.4074,10.7257,9.8547,14.4605,16.1654,21.978
202012,13.1824,7.8131,9.2485,8.438,7.1857,11.2639,10.0651,8.8478,8.5,6.9177,12.2766,8.6516,6.9268,9.5035,7.9595,6.8499,5.9012,4.7273,7.8074,5.438,5.3004,1.8685,3.418,3.2349,8.0465
202101,16.6704,14.9932,8.1702,7.3884,39.7565,12.1049,5.7885,7.6529,3.723,8.9216,2.5181,0.9032,2.4192,1.8087,4.3874,-0.2722,0.6493,-0.215,2.3776,1.6662,-0.9357,-0.5953,-2.0951,0.8452,1.0989
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
  Average Equal Weighted Returns -- Monthly,,,,,,,,,,,,,,,,,,,,,,,,,
,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
192607,4.6348,-3.0695,-1.5672,3.1246,-1.3991,2.5408,1.8246,0.0183,-1.7225,-0.8906,1.499,2.1821,0.8305,3.4198,-1.2519,1.1227,1.5293,1.7585,0.5802,2.6443,4.7201,3.7844,1.4964,3.973,1.3568
192608,-0.639,-5.365,1.5171,2.6016,6.0112,1.5805,-1.7397,4.0197,0.4317,5.2613,-0.804,2.0931,2.3402,4.1221,8.18,0.8911,4.2345,1.4105,1.7129,5.7585,0.1725,2.8637,2.669,4.5155,6.4265
192609,-9.435,-1.2192,-5.2013,-5.0573,4.9205,-2.8524,-1.2547,1.3028,-2.8538,-2.0122,-0.7515,0.0895,-2.0555,2.5873,-3.7569,-0.239,-0.5216,-1.4217,2.1496,-0.3495,-1.3566,1.2305,0.3111,-1.0843,-2.6329
192610,-7.5499,-4.6784,-8.4925,3.9498,-3.6773,-3.6416,-1.8131,-4.7066,-7.974,-1.9664,-5.2861,-2.8174,0.2656,-2.8949,-2.0595,-2.985,-2.6229,-1.7369,-3.2823,-6.0402,-2.6875,-2.7187,-3.6791,-3.6632,-6.6019
192611,-1.069,9.2527,1.4181,-3.875,2.541,-0.9515,-3.1355,2.6992,5.7852,1.9119,1.3768,4.3562,-0.3365,5.6386,3.4857,3.0186,2.501,3.5288,6.8866,1.6978,4.3963,3.6596,3.324,2.5455,2.3429
192612,11.7982,0.6786,1.3328,0.9187,-1.1347,4.1049,4.1986,1.4262,2.9331,5.7057,-0.715,2.2289,-1.1728,2.8535,1.4762,3.8674,2.4695,1.4646,2.5136,-0.4146,2.9532,2.0643,2.3034,5.0139,3.4097
192701,2.7683,-10.1202,-6.3162,2.4523,3.3906,-0.2082,-4.4226,-0.4985,-0.6419,9.2826,-1.7201,-0.646,-0.5432,2.5924,2.6412,2.3042,1.757,-0.2189,0.0626,6.6223,-0.8391,-0.2566,0.4498,1.5087,3.7535
192702,3.0567,-0.6819,9.5148,1.5002,11.1572,1.8679,9.7291,8.0965,5.1037,5.0966,6.0108,5.6658,4.5688,6.7125,12.5593,5.4329,4.634,2.3871,6.8464,12.2643,4.4489,3.5355,3.2272,7.1331,6.0918
192703,6.3412,6.1356,-10.7721,-0.9674,-5.5227,-2.9897,-0.6991,-3.5403,-2.0953,-0.154,-0.807,-3.2161,-1.0765,-2.0142,-5.6564,-2.2469,0.0294,-0.6037,-1.5777,1.7154,0.5323,-1.6363,0.5742,-2.0226,-4.763
192704,4.8731,9.7077,0.3882,3.7165,6.9022,-3.3311,-4.7903,-1.218,0.3502,1.4572,-1.2567,0.8322,-2.2012,1.9493,1.3392,-1.1468,1.6865,-0.7344,0.8058,4.8958,1.9223,-0.5365,0.0094,-1.3048,-4.4354
192705,5.2407,5.1152,2.2959,12.7328,9.5494,5.5123,2.2143,4.0104,7.1929,10.4839,1.1935,5.2487,6.0115,6.2674,15.8122,5.5924,6.3983,3.5628,6.4976,8.7087,5.4602,5.204,5.0656,5.6183,4.4373
192706,-9.0351,1.075,-11.6912,0.3327,-2.3766,0.3445,3.0673,6.0145,1.2798,-4.418,-1.7572,-3.7129,-1.2431,-1.1711,2.6609,1.1359,-2.9764,-3.409,-2.8123,4.4611,-1.3614,-4.4515,-2.99,-3.1305,-6.6073
192707,31.4167,26.5795,5.4343,3.9035,5.5453,5.9366,6.2732,3.4666,7.2273,4.4579,1.9047,5.8073,6.0787,2.6993,7.5913,6.3774,7.4146,6.7923,7.807,0.7185,7.9824,6.8414,6.6969,6.3426,13.5988
192708,0.7328,-0.0412,0.3679,-1.7189,-0.1455,0.4747,-1.0295,-2.2738,-0.0134,4.9996,0.0778,2.1763,2.2701,-2.5813,-4.7777,3.4571,3.2475,1.0131,-2.7306,-5.4725,3.2624,1.7978,-0.1697,-0.3782,3.1213
192709,11.3261,-0.1772,1.0619,1.7191,-0.3474,2.078,7.8376,2.6999,0.8279,-1.2762,3.1044,0.301,1.5927,2.0073,7.2832,4.809,3.1067,4.994,4.5732,9.2555,5.3666,4.0243,5.6567,3.8462,6.4724
